"","latitude","longitude","month","snc"
"727",55.094554,-112.046935,7,0.0260416666666667
"728",55.094554,-112.046935,8,0.0252016128247811
"729",55.094554,-112.046935,9,0.140625
"730",55.094554,-112.046935,10,0.820732516547044
"731",55.094554,-112.046935,11,0.911458333333333
"732",55.094554,-112.046935,12,0.911458333333333
"733",55.098715,-112.026826,1,0.9375
"734",55.098715,-112.026826,2,0.9375
"735",55.098715,-112.026826,3,0.9375
"736",55.098715,-112.026826,4,0.9375
"737",55.098715,-112.026826,5,0.9375
"738",55.098715,-112.026826,6,0.456597222222222
"739",55.098715,-112.026826,7,0.0260416666666667
"740",55.098715,-112.026826,8,0.0252016128247811
"741",55.098715,-112.026826,9,0.140625
"742",55.098715,-112.026826,10,0.820732516547044
"743",55.098715,-112.026826,11,0.911458333333333
"744",55.098715,-112.026826,12,0.911458333333333
"745",55.115983,-112.045394,1,0.9375
"746",55.115983,-112.045394,2,0.9375
"747",55.115983,-112.045394,3,0.9375
"748",55.115983,-112.045394,4,0.9375
"749",55.115983,-112.045394,5,0.9375
"750",55.115983,-112.045394,6,0.456597222222222
"751",55.115983,-112.045394,7,0.0260416666666667
"752",55.115983,-112.045394,8,0.0252016128247811
"753",55.115983,-112.045394,9,0.140625
"754",55.115983,-112.045394,10,0.820732516547044
"755",55.115983,-112.045394,11,0.911458333333333
"756",55.115983,-112.045394,12,0.911458333333333
"757",55.557933,-111.08759,1,0.84375
"758",55.557933,-111.08759,2,0.84375
"759",55.557933,-111.08759,3,0.84375
"760",55.557933,-111.08759,4,0.84375
"761",55.557933,-111.08759,5,0.84375
"762",55.557933,-111.08759,6,0.421875001448724
"763",55.557933,-111.08759,7,0.0234375
"764",55.557933,-111.08759,8,0.0219254030121697
"765",55.557933,-111.08759,9,0.110156251738469
"766",55.557933,-111.08759,10,0.732610880500741
"767",55.557933,-111.08759,11,0.8203125
"768",55.557933,-111.08759,12,0.8203125
"769",55.562783,-111.077596,1,0.84375
"770",55.562783,-111.077596,2,0.84375
"771",55.562783,-111.077596,3,0.84375
"772",55.562783,-111.077596,4,0.84375
"773",55.562783,-111.077596,5,0.84375
"774",55.562783,-111.077596,6,0.421875001448724
"775",55.562783,-111.077596,7,0.0234375
"776",55.562783,-111.077596,8,0.0219254030121697
"777",55.562783,-111.077596,9,0.110156251738469
"778",55.562783,-111.077596,10,0.732610880500741
"779",55.562783,-111.077596,11,0.8203125
"780",55.562783,-111.077596,12,0.8203125
"781",55.362867,-111.079902,1,0.984375
"782",55.362867,-111.079902,2,0.984375
"783",55.362867,-111.079902,3,0.984375
"784",55.362867,-111.079902,4,0.984375
"785",55.362867,-111.079902,5,0.984375
"786",55.362867,-111.079902,6,0.494010421550936
"787",55.362867,-111.079902,7,0.02734375
"788",55.362867,-111.079902,8,0.0255796379513211
"789",55.362867,-111.079902,9,0.128515628476938
"790",55.362867,-111.079902,10,0.853830642998219
