"","location","latitude","longitude","recording_date","PIWO","PIWOdrum","PIWOcall","drum_rate","julian","week","elevation","snowcover","daily_min_temp","daily_max_temp","daily_mean_temp","NormalTemp","TSSR","azimuth","daily_precipitation_mm","DaysSinceGUP","daylength"
"840","301-NW",57.819053,-110.839073,2016-04-15,0,0,0,0,106,16,316,0.9326171875,-6.6,9.5,1.5,2.1,-6.20555555555556,1.34711594429656,0,-24,14.3991666666667
"841","65-SW",59.318275,-110.953598,2016-04-15,0,0,0,0,106,16,262,0.9423828125,-13.2,NA,NA,0.5,-6.13972222222222,1.33643797278621,NA,-24,14.5461111111111
"842","122-NW",58.93523,-111.107582,2016-04-16,0,0,0,0,107,16,216,0.9423828125,-1.9,13.6,5.9,1.2,-6.1225,1.34058366693318,0,-29,14.5933333333333
"843","1539-NW",50.221923,-111.808769,2016-04-16,0,0,0,0,107,16,747,0.609375,-3.7,19.3,7.8,7,-6.52694444444444,1.38616953978893,0,-2,13.8777777777778
"844","242-NW",58.153949,-110.411049,2016-04-16,0,0,0,0,107,16,337,0.9794921875,-1.9,13.6,5.9,NA,-6.11583333333333,1.35614232504922,0,NA,14.5136111111111
"845","538-NW",56.549434,-112.45282,2016-04-16,1,0,1,0,107,16,506,0.5419921875,0.9,18.7,9.8,3.8,-6.3275,1.33453279339348,0,13,14.3625
"846","64-NW",59.31958,-111.284081,2016-04-16,1,1,0,1,107,16,212,0.9638671875,-1.9,13.6,5.9,1,-6.11416666666667,1.33549490492734,0,-26,14.6336111111111
"847","92-NW",59.18782,-111.372108,2016-04-16,0,0,0,0,107,16,210,0.9638671875,-1.9,13.6,5.9,1.2,-6.12694444444444,1.33490415848435,0,-32,14.6197222222222
"848","122-NW",58.93523,-111.107582,2016-04-17,1,1,0,4,108,16,216,0.9423828125,-1,17.5,8.3,0.7,-6.07583333333333,1.34484901956781,0,-28,14.6791666666667
"849","1539-NW",50.221923,-111.808769,2016-04-17,0,0,0,0,108,16,747,0.609375,0.6,21.3,11,6.3,-6.49305555555556,1.3912532856488,0,-1,13.9380555555556
"850","538-NW",56.549434,-112.45282,2016-04-17,0,0,0,0,108,16,506,0.5419921875,1.2,22.5,11.9,3.6,-6.28527777777778,1.33903489025282,0,14,14.4397222222222
"851","64-NW",59.31958,-111.284081,2016-04-17,0,0,0,0,108,16,212,0.9638671875,-1,17.5,8.3,0.6,-6.06666666666667,1.33972293117311,0,-25,14.7211111111111
"852","92-NW",59.18782,-111.372108,2016-04-17,0,0,0,0,108,16,210,0.9638671875,-1,17.5,8.3,0.7,-6.07972222222222,1.33914531479044,0,-31,14.7066666666667
"853","122-NE",58.93523,-111.107582,2016-04-17,0,0,0,0,108,16,216,0.9423828125,-1,17.5,8.3,0.7,-6.07583333333333,1.34484901956781,0,-14,14.6791666666667
"854","272-SE",57.993595,-110.466278,2016-04-17,0,0,0,0,108,16,334,0.9892578125,-1,17.5,8.3,1.6,-6.0825,1.36060275517284,0,0,14.5802777777778
"855","301-NW",57.819053,-110.839073,2016-04-17,0,0,0,0,108,16,316,0.9326171875,3.8,22.6,13.2,2.2,-6.11611111111111,1.35589995089807,0.3,-22,14.5627777777778
"856","65-SW",59.318275,-110.953598,2016-04-17,0,0,0,0,108,16,262,0.9423828125,-1,17.5,8.3,0.6,-6.04472222222222,1.34493050202345,0,-22,14.7208333333333
"857","122-NW",58.93523,-111.107582,2016-04-18,1,1,0,2,109,16,216,0.9423828125,1.6,17.4,9.5,2.3,-6.02944444444444,1.34907481689316,0,-27,14.7647222222222
"858","1539-NW",50.221923,-111.808769,2016-04-18,0,0,0,0,109,16,747,0.609375,-3.3,21.5,9.1,6.6,-6.45944444444444,1.39629473157758,0,0,13.9980555555556
"859","242-NW",58.153949,-110.411049,2016-04-18,1,1,0,1,109,16,337,0.9794921875,1.6,17.4,9.5,NA,-6.02583333333333,1.36478063702535,0,NA,14.6791666666667
"860","538-NW",56.549434,-112.45282,2016-04-18,0,0,0,0,109,16,506,0.5419921875,0.9,27.2,14.1,5,-6.24305555555556,1.34349713567695,0,15,14.5169444444444
"861","64-NW",59.31958,-111.284081,2016-04-18,0,0,0,0,109,16,212,0.9638671875,-1.6,8.6,3.5,1.9,-6.01944444444444,1.34391158158348,NA,-24,14.8080555555556
"862","92-NW",59.18782,-111.372108,2016-04-18,0,0,0,0,109,16,210,0.9638671875,1.6,17.4,9.5,2.3,-6.03305555555556,1.34334708255345,0,-30,14.7927777777778
"863","122-NW",58.93523,-111.107582,2016-04-19,0,0,0,0,110,16,216,0.9423828125,-1,15,7,2.5,-5.98333333333333,1.35325911937012,0,-26,14.85
"864","1539-NW",50.221923,-111.808769,2016-04-19,0,0,0,0,110,16,747,0.609375,-0.5,26.9,13.2,7.8,-6.42611111111111,1.40129174230319,0,1,14.0577777777778
"865","538-NW",56.549434,-112.45282,2016-04-19,0,0,0,0,110,16,506,0.5419921875,10.1,21.2,15.7,5.1,-6.20111111111111,1.34791751554992,0,16,14.5938888888889
"866","64-NW",59.31958,-111.284081,2016-04-19,0,0,0,0,110,16,212,0.9638671875,1.7,NA,NA,2.1,-5.97277777777778,1.34805892383873,NA,-23,14.8947222222222
"867","122-NE",58.93523,-111.107582,2016-04-19,0,0,0,0,110,16,216,0.9423828125,-1,15,7,2.5,-5.98333333333333,1.35325911937012,0,-12,14.85
"868","272-SE",57.993595,-110.466278,2016-04-19,0,0,0,0,110,16,334,0.9892578125,-1,15,7,3.3,-5.99361111111111,1.3691902130095,0,2,14.7438888888889
"869","301-NW",57.819053,-110.839073,2016-04-19,0,0,0,0,110,16,316,0.9326171875,8.9,19.7,14.3,3.9,-6.02777777777778,1.36452395165606,0,-20,14.7252777777778
"870","65-SW",59.318275,-110.953598,2016-04-19,0,0,0,0,110,16,262,0.9423828125,1.7,NA,NA,2.1,-5.95083333333333,1.35326511088886,NA,-20,14.8944444444444
"871","122-NW",58.93523,-111.107582,2016-04-20,0,0,0,0,111,16,216,0.9423828125,-7.8,-0.5,-4.2,2.8,-5.9375,1.35740000279999,0,-25,14.935
"872","1539-NW",50.221923,-111.808769,2016-04-20,0,0,0,0,111,16,747,0.609375,0.2,NA,NA,8.3,-6.39305555555556,1.40624219665574,NA,2,14.1172222222222
"873","242-NW",58.153949,-110.411049,2016-04-20,0,0,0,0,111,16,337,0.9794921875,-7.8,-0.5,-4.2,NA,-5.93666666666667,1.37325100957271,0,NA,14.8438888888889
"874","538-NW",56.549434,-112.45282,2016-04-20,0,0,0,0,111,16,506,0.5419921875,-4.7,10.2,2.8,5.2,-6.15944444444444,1.35229403001491,0,17,14.6705555555556
"875","64-NW",59.31958,-111.284081,2016-04-20,0,0,0,0,111,16,212,0.9638671875,-7.8,-0.5,-4.2,2.4,-5.92583333333333,1.35216304098366,0,-22,14.9816666666667
"876","92-NW",59.18782,-111.372108,2016-04-20,0,0,0,0,111,16,210,0.9638671875,-7.8,-0.5,-4.2,2.8,-5.93972222222222,1.35162472128701,0,-28,14.9655555555556
"877","1539-NW",50.221923,-111.808769,2016-04-21,0,0,0,0,112,16,747,0.609375,1.7,NA,NA,8.6,-6.36027777777778,1.41114398854704,NA,3,14.1763888888889
"878","242-NW",58.153949,-110.411049,2016-04-21,0,0,0,0,112,16,337,0.9794921875,-9.4,1.8,-3.8,NA,-5.8925,1.3774183945614,0,NA,14.9258333333333
"879","538-NW",56.549434,-112.45282,2016-04-21,1,1,0,1,112,16,506,0.5419921875,-5.8,10,2.1,5.5,-6.11805555555556,1.35662469451969,0,18,14.7469444444444
"880","92-NW",59.18782,-111.372108,2016-04-21,0,0,0,0,112,16,210,0.9638671875,-9.4,1.8,-3.8,2.5,-5.89361111111111,1.3556967659649,0,-27,15.0516666666667
"881","272-SE",57.993595,-110.466278,2016-04-21,0,0,0,0,112,16,334,0.9892578125,-9.4,1.8,-3.8,3.5,-5.90555555555556,1.37760182413803,0,4,14.9069444444444
"882","301-NW",57.819053,-110.839073,2016-04-21,0,0,0,0,112,16,316,0.9326171875,-5.8,8.2,1.2,4.3,-5.94027777777778,1.37297230832773,0.6,-18,14.8872222222222
"883","65-SW",59.318275,-110.953598,2016-04-21,0,0,0,0,112,16,262,0.9423828125,-9.4,1.8,-3.8,2.2,-5.8575,1.36142643650264,0,-18,15.0680555555556
"884","1539-NW",50.221923,-111.808769,2016-04-22,0,0,0,0,113,17,747,0.609375,1.9,22.1,12,7.7,-6.32777777777778,1.41599502803672,0,4,14.2352777777778
"885","242-NW",58.153949,-110.411049,2016-04-22,1,1,0,1,113,17,337,0.9794921875,-10.8,3.6,-3.6,NA,-5.84833333333333,1.38153803977817,0,NA,15.0077777777778
"886","538-NW",56.549434,-112.45282,2016-04-22,0,0,0,0,113,17,506,0.5419921875,-6,10.3,2.2,4.3,-6.07666666666667,1.36090754096119,0,19,14.8233333333333
"887","64-NW",59.31958,-111.284081,2016-04-22,0,0,0,0,113,17,212,0.9638671875,-10.8,3.6,-3.6,1.2,-5.83333333333333,1.36023401534321,0,-20,15.1544444444444
"888","92-NW",59.18782,-111.372108,2016-04-22,0,0,0,0,113,17,210,0.9638671875,-10.8,3.6,-3.6,1.2,-5.84777777777778,1.35972177171575,0,-26,15.1372222222222
"889","1539-NW",50.221923,-111.808769,2016-04-23,0,0,0,0,114,17,747,0.609375,4.6,NA,NA,7.7,-6.29555555555556,1.42079324235643,NA,5,14.2938888888889
"890","538-NW",56.549434,-112.45282,2016-04-23,0,0,0,0,114,17,506,0.5419921875,-1.8,13.3,5.8,4.3,-6.03583333333333,1.36514061878985,0,20,14.8991666666667
"891","64-NW",59.31958,-111.284081,2016-04-23,0,0,0,0,114,17,212,0.9638671875,-7.7,0.3,-3.7,0.7,-5.78722222222222,1.36419712528271,NA,-19,15.2405555555556
"892","122-NE",58.93523,-111.107582,2016-04-23,0,0,0,0,114,17,216,0.9423828125,-5.5,7.3,0.9,0.7,-5.80111111111111,1.3695431494327,0,-8,15.1894444444444
"893","272-SE",57.993595,-110.466278,2016-04-23,0,0,0,0,114,17,334,0.9892578125,-5.5,7.3,0.9,1.7,-5.81833333333333,1.38582228549657,0,6,15.0694444444444
"894","301-NW",57.819053,-110.839073,2016-04-23,0,0,0,0,114,17,316,0.9326171875,-2.9,13.8,5.5,2.6,-5.85388888888889,1.38122964297476,0,-16,15.0480555555556
"895","65-SW",59.318275,-110.953598,2016-04-23,0,0,0,0,114,17,262,0.9423828125,-7.7,0.3,-3.7,0.7,-5.76527777777778,1.36939938118495,NA,-16,15.2402777777778
"896","122-NW",58.93523,-111.107582,2016-04-24,0,0,0,0,115,17,216,0.9423828125,-0.9,9.6,4.4,2.1,-5.75611111111111,1.37349145942941,0,-21,15.2736111111111
"897","1539-NW",50.221923,-111.808769,2016-04-24,0,0,0,0,115,17,747,0.609375,3.7,6.6,5.2,7.2,-6.26361111111111,1.42553657697678,9.7,6,14.3522222222222
"898","538-NW",56.549434,-112.45282,2016-04-24,0,0,0,0,115,17,506,0.5419921875,3.4,11.3,7.4,4.7,-5.99527777777778,1.36932199616543,0,21,14.9747222222222
"899","64-NW",59.31958,-111.284081,2016-04-24,0,0,0,0,115,17,212,0.9638671875,-0.9,9.6,4.4,1.9,-5.74166666666667,1.36810951783627,0,-18,15.3261111111111
"900","122-NW",58.93523,-111.107582,2016-04-25,0,0,0,0,116,17,216,0.9423828125,3.4,9.7,6.6,2.7,-5.71166666666667,1.37738699790761,0,-20,15.3575
"901","1539-NW",50.221923,-111.808769,2016-04-25,0,0,0,0,116,17,747,0.609375,0.3,NA,NA,8,-6.23194444444444,1.43022299668949,NA,7,14.4102777777778
"902","538-NW",56.549434,-112.45282,2016-04-25,0,0,0,0,116,17,506,0.5419921875,1.5,8.1,4.8,4.9,-5.955,1.37344976113389,0,22,15.05
"903","64-NW",59.31958,-111.284081,2016-04-25,0,0,0,0,116,17,212,0.9638671875,3.4,9.7,6.6,2.5,-5.69611111111111,1.37196936957041,0,-17,15.4119444444444
"904","122-NE",58.93523,-111.107582,2016-04-25,0,0,0,0,116,17,216,0.9423828125,3.4,9.7,6.6,2.7,-5.71166666666667,1.37738699790761,0,-6,15.3575
"905","272-SE",57.993595,-110.466278,2016-04-25,0,0,0,0,116,17,334,0.9892578125,3.4,9.7,6.6,3.5,-5.7325,1.3938365925773,0,8,15.2302777777778
"906","301-NW",57.819053,-110.839073,2016-04-25,0,0,0,0,116,17,316,0.9326171875,1.8,9.1,5.5,3.9,-5.76861111111111,1.38928087333517,0,-14,15.2077777777778
"907","65-SW",59.318275,-110.953598,2016-04-25,0,0,0,0,116,17,262,0.9423828125,3.4,9.7,6.6,2.5,-5.67416666666667,1.37716914827403,0,-14,15.4116666666667
"908","122-NW",58.93523,-111.107582,2016-04-26,0,0,0,0,117,17,216,0.9423828125,3.7,7.9,5.8,3.1,-5.66722222222222,1.38122795620526,0,-19,15.4413888888889
"909","1539-NW",50.221923,-111.808769,2016-04-26,0,0,0,0,117,17,747,0.609375,-1.1,6.3,2.6,8.1,-6.20055555555556,1.43485048674217,2.9,8,14.4680555555556
"910","242-NW",58.153949,-110.411049,2016-04-26,0,0,0,0,117,17,337,0.9794921875,3.7,7.9,5.8,NA,-5.67527777777778,1.39750190585537,0,NA,15.3322222222222
"911","538-NW",56.549434,-112.45282,2016-04-26,0,0,0,0,117,17,506,0.5419921875,0.3,9.7,5,5.5,-5.915,1.37752202286616,1,23,15.125
"912","64-NW",59.31958,-111.284081,2016-04-26,0,0,0,0,117,17,212,0.9638671875,3.7,7.9,5.8,3.1,-5.65111111111111,1.37577487932647,0,-16,15.4972222222222
"913","122-NW",58.93523,-111.107582,2016-04-27,0,0,0,0,118,17,216,0.9423828125,-0.1,9,4.5,4,-5.62305555555556,1.38501254903968,0,-18,15.5247222222222
"914","1539-NW",50.221923,-111.808769,2016-04-27,0,0,0,0,118,17,747,0.609375,-0.8,10.9,5.1,7.8,-6.16972222222222,1.43941705389843,0,9,14.525
"915","242-NW",58.153949,-110.411049,2016-04-27,0,0,0,0,118,17,337,0.9794921875,-0.1,9,4.5,NA,-5.63277777777778,1.4013550503788,0,NA,15.4125
"916","538-NW",56.549434,-112.45282,2016-04-27,0,0,0,0,118,17,506,0.5419921875,-1.8,16.6,7.4,5.9,-5.87527777777778,1.38153691281969,0,24,15.1997222222222
"917","64-NW",59.31958,-111.284081,2016-04-27,1,1,0,2,118,17,212,0.9638671875,-0.1,9,4.5,4,-5.60611111111111,1.37952426939072,0,-15,15.5822222222222
"918","92-NW",59.18782,-111.372108,2016-04-27,1,1,0,1,118,17,210,0.9638671875,-0.1,9,4.5,4,-5.62194444444444,1.37907652338928,0,-21,15.5622222222222
"919","122-NE",58.93523,-111.107582,2016-04-27,0,0,0,0,118,17,216,0.9423828125,-0.1,9,4.5,4,-5.62305555555556,1.38501254903968,0,-4,15.5247222222222
"920","272-SE",57.993595,-110.466278,2016-04-27,0,0,0,0,118,17,334,0.9892578125,-0.1,9,4.5,5.1,-5.64777777777778,1.40163007624682,0,10,15.39
"921","301-NW",57.819053,-110.839073,2016-04-27,0,0,0,0,118,17,316,0.9326171875,0.3,15.3,7.8,5.3,-5.68444444444444,1.39711124977055,0.2,-12,15.3661111111111
"922","65-SW",59.318275,-110.953598,2016-04-27,0,0,0,0,118,17,262,0.9423828125,-0.1,9,4.5,4,-5.58416666666667,1.38472127958262,0,-12,15.5819444444444
"923","122-NW",58.93523,-111.107582,2016-04-28,0,0,0,0,119,17,216,0.9423828125,-0.7,18.2,8.8,4.4,-5.57944444444444,1.38873901584244,0,-17,15.6077777777778
"924","1539-NW",50.221923,-111.808769,2016-04-28,0,0,0,0,119,17,747,0.609375,0.5,15.1,7.8,7.7,-6.13916666666667,1.44392072764939,0,10,14.5819444444444
"925","242-NW",58.153949,-110.411049,2016-04-28,1,1,0,1,119,17,337,0.9794921875,-0.7,18.2,8.8,NA,-5.59055555555556,1.40514948990558,0,NA,15.4925
"926","538-NW",56.549434,-112.45282,2016-04-28,0,0,0,0,119,17,506,0.5419921875,-1.4,19.4,9,5.9,-5.83611111111111,1.38549258606871,0,25,15.2736111111111
"927","1539-NW",50.221923,-111.808769,2016-04-29,0,0,0,0,120,18,747,0.609375,0.5,12.1,6.3,7.4,-6.10888888888889,1.44835956134376,0,11,14.6383333333333
"928","122-NE",58.93523,-111.107582,2016-04-29,0,0,0,0,120,18,216,0.9423828125,6.1,21.4,13.8,4.2,-5.53611111111111,1.39240562200675,0,-2,15.6902777777778
"929","272-SE",57.993595,-110.466278,2016-04-29,0,0,0,0,120,18,334,0.9892578125,6.1,21.4,13.8,4.9,-5.56416666666667,1.40918844111868,0,12,15.5486111111111
"930","301-NW",57.819053,-110.839073,2016-04-29,0,0,0,0,120,18,316,0.9326171875,10.1,21.2,15.7,5.1,-5.60166666666667,1.40470639377695,0,-10,15.5233333333333
"931","65-SW",59.318275,-110.953598,2016-04-29,1,0,1,0,120,18,262,0.9423828125,6.1,21.4,13.8,4.1,-5.49555555555556,1.39204169447288,0,-10,15.7508333333333
"932","122-NW",58.93523,-111.107582,2016-04-30,0,0,0,0,121,18,216,0.9423828125,3.4,19.7,11.6,4.4,-5.49305555555556,1.39601066018049,0,-15,15.7727777777778
"933","1539-NW",50.221923,-111.808769,2016-04-30,0,0,0,0,121,18,747,0.609375,5.2,NA,NA,8.1,-6.07888888888889,1.45273163335683,NA,12,14.6944444444444
"934","538-NW",56.549434,-112.45282,2016-04-30,0,0,0,0,121,18,506,0.5419921875,6.6,19.7,13.2,6.3,-5.75861111111111,1.39321902834925,0,27,15.4208333333333
"935","122-NW",58.93523,-111.107582,2016-05-01,0,0,0,0,122,18,216,0.935627377695508,-1.8,23.4,10.8,4.8,-5.45027777777778,1.39955245163298,0,-14,15.8547222222222
"936","1539-NW",50.221923,-111.808769,2016-05-01,0,0,0,0,122,18,747,0.609375,NA,21.8,NA,8.7,-6.04944444444444,1.45703504832437,NA,13,14.75
"937","538-NW",56.549434,-112.45282,2016-05-01,0,0,0,0,122,18,506,0.533736031916406,1.1,24.6,12.9,6.4,-5.72027777777778,1.39698623707277,0,28,15.4938888888889
"938","64-NW",59.31958,-111.284081,2016-05-01,1,0,1,0,122,18,212,0.956957742571831,0.2,NA,NA,4.8,-5.43,1.39392597271032,NA,-11,15.9186111111111
"939","92-NW",59.18782,-111.372108,2016-05-01,1,0,1,0,122,18,210,0.956957742571831,-1.8,23.4,10.8,4.8,-5.44694444444444,1.39352879524008,0,-17,15.8966666666667
"940","122-NE",58.93523,-111.107582,2016-05-01,0,0,0,0,122,18,216,0.935627377695508,-1.8,23.4,10.8,4.8,-5.45027777777778,1.39955245163298,0,0,15.8547222222222
"941","272-SE",57.993595,-110.466278,2016-05-01,0,0,0,0,122,18,334,0.98659851650397,-1.8,23.4,10.8,5.6,-5.48222222222222,1.41649780554871,0,14,15.7052777777778
"942","301-NW",57.819053,-110.839073,2016-05-01,0,0,0,0,122,18,316,0.9326171875,3.1,25.3,14.2,5.9,-5.52027777777778,1.41205233813156,0.7,-8,15.6788888888889
"943","538-NW",56.549434,-112.45282,2016-05-02,0,0,0,0,123,18,506,0.533736031916406,3.9,27.5,15.7,6.5,-5.6825,1.40068711120883,0,29,15.5663888888889
"944","64-NW",59.31958,-111.284081,2016-05-02,1,0,1,0,123,18,212,0.956957742571831,1.6,NA,NA,4.5,-5.38694444444444,1.39736901114599,NA,-10,16.0016666666667
"945","92-NW",59.18782,-111.372108,2016-05-02,1,0,1,0,123,18,210,0.956957742571831,2.3,21.9,12.1,4.7,-5.40416666666667,1.39698429107426,0,-16,15.9791666666667
"946","122-NW",58.93523,-111.107582,2016-05-02,0,0,0,0,123,18,216,0.935627377695508,2.3,21.9,12.1,4.7,-5.40777777777778,1.40302934762632,0,-13,15.9363888888889
"947","1539-NW",50.221923,-111.808769,2016-05-02,0,0,0,0,123,18,747,0.609375,2,25.8,13.9,8.6,-6.02027777777778,1.46126793837971,0,14,14.805
"948","242-NW",58.153949,-110.411049,2016-05-02,0,0,0,0,123,18,337,0.976859144038624,2.3,21.9,12.1,NA,-5.42555555555556,1.41970573236778,0,NA,15.8083333333333
"949","64-NW",59.31958,-111.284081,2016-05-02,0,0,0,0,123,18,212,0.956957742571831,1.6,NA,NA,4.5,-5.38694444444444,1.39736901114599,NA,-10,16.0016666666667
"950","92-NW",59.18782,-111.372108,2016-05-02,0,0,0,0,123,18,210,0.956957742571831,2.3,21.9,12.1,4.7,-5.40416666666667,1.39698429107426,0,-16,15.9791666666667
"951","122-NW",58.93523,-111.107582,2016-05-03,0,0,0,0,124,18,216,0.935627377695508,9,25.9,17.5,5,-5.36583333333333,1.40643973075486,0,-12,16.0175
"952","1539-NW",50.221923,-111.808769,2016-05-03,0,0,0,0,124,18,747,0.609375,3.9,29.8,16.9,9.2,-5.99138888888889,1.46542846436205,0,15,14.8597222222222
"953","242-NW",58.153949,-110.411049,2016-05-03,0,0,0,0,124,18,337,0.976859144038624,9,25.9,17.5,NA,-5.385,1.42318104952894,0,NA,15.8863888888889
"954","538-NW",56.549434,-112.45282,2016-05-03,0,0,0,0,124,18,506,0.533736031916406,11.5,32.6,22.1,6.8,-5.645,1.40431994347099,0,30,15.6383333333333
"955","122-NE",58.93523,-111.107582,2016-05-03,0,0,0,0,124,18,216,0.935627377695508,9,25.9,17.5,5,-5.36583333333333,1.40643973075486,0,2,16.0175
"956","122-NW",58.93523,-111.107582,2016-05-03,0,0,0,0,124,18,216,0.935627377695508,9,25.9,17.5,5,-5.36583333333333,1.40643973075486,0,-12,16.0175
"957","1539-NW",50.221923,-111.808769,2016-05-03,0,0,0,0,124,18,747,0.609375,3.9,29.8,16.9,9.2,-5.99138888888889,1.46542846436205,0,15,14.8597222222222
"958","272-SE",57.993595,-110.466278,2016-05-03,0,0,0,0,124,18,334,0.98659851650397,9,25.9,17.5,6.1,-5.40166666666667,1.42354474323071,0,16,15.8602777777778
"959","301-NW",57.819053,-110.839073,2016-05-03,0,0,0,0,124,18,316,0.9326171875,13.2,33.2,23.2,6.4,-5.44055555555556,1.4191355686552,0,-6,15.8322222222222
"960","1539-NW",50.221923,-111.808769,2016-05-04,0,0,0,0,125,18,747,0.609375,6.1,30,18.1,9.6,-5.96305555555556,1.46951481712162,0,16,14.9138888888889
"961","538-NW",56.549434,-112.45282,2016-05-04,0,0,0,0,125,18,506,0.533736031916406,7.3,31.9,19.6,6.9,-5.60805555555556,1.40788305824342,0,31,15.7097222222222
"962","122-NW",58.93523,-111.107582,2016-05-04,0,0,0,0,125,18,216,0.935627377695508,8.7,28.8,18.8,4.8,-5.32444444444444,1.40978201639197,0,-11,16.0977777777778
"963","1539-NW",50.221923,-111.808769,2016-05-04,0,0,0,0,125,18,747,0.609375,6.1,30,18.1,9.6,-5.96305555555556,1.46951481712162,0,16,14.9138888888889
"964","538-NW",56.549434,-112.45282,2016-05-04,0,0,0,0,125,18,506,0.533736031916406,7.3,31.9,19.6,6.9,-5.60805555555556,1.40788305824342,0,31,15.7097222222222
"965","64-NW",59.31958,-111.284081,2016-05-04,1,0,1,0,125,18,212,0.956957742571831,1.5,NA,NA,4.8,-5.30166666666667,1.40405485200185,NA,-8,16.1669444444444
"966","92-NW",59.18782,-111.372108,2016-05-04,0,0,0,0,125,18,210,0.956957742571831,8.7,28.8,18.8,4.8,-5.31944444444444,1.40369478858814,0,-14,16.1430555555556
"967","1539-NW",50.221923,-111.808769,2016-05-05,0,0,0,0,126,18,747,0.609375,7.3,20.5,13.9,9.6,-5.93527777777778,1.47352521881357,0,17,14.9675
"968","242-NW",58.153949,-110.411049,2016-05-05,0,0,0,0,126,18,337,0.976859144038624,4.4,17.4,10.9,NA,-5.30555555555556,1.42992391845666,0,NA,16.0405555555556
"969","538-NW",56.549434,-112.45282,2016-05-05,0,0,0,0,126,18,506,0.533736031916406,11.6,19,15.3,7.2,-5.57166666666667,1.41137481301523,0,32,15.7805555555556
"970","64-NW",59.31958,-111.284081,2016-05-05,0,0,0,0,126,18,212,0.956957742571831,2.5,9.7,6.1,5.3,-5.25972222222222,1.40729453599824,NA,-7,16.2486111111111
"971","122-NE",58.93523,-111.107582,2016-05-05,0,0,0,0,126,18,216,0.935627377695508,4.4,17.4,10.9,5.2,-5.28333333333333,1.41305465412283,0,4,16.1777777777778
"972","122-NW",58.93523,-111.107582,2016-05-05,0,0,0,0,126,18,216,0.935627377695508,4.4,17.4,10.9,5.2,-5.28333333333333,1.41305465412283,0,-10,16.1777777777778
"973","1539-NW",50.221923,-111.808769,2016-05-05,0,0,0,0,126,18,747,0.609375,7.3,20.5,13.9,9.6,-5.93527777777778,1.47352521881357,0,17,14.9675
"974","242-NW",58.153949,-110.411049,2016-05-05,0,0,0,0,126,18,337,0.976859144038624,4.4,17.4,10.9,NA,-5.30555555555556,1.42992391845666,0,NA,16.0405555555556
"975","272-SE",57.993595,-110.466278,2016-05-05,0,0,0,0,126,18,334,0.98659851650397,4.4,17.4,10.9,6.4,-5.32277777777778,1.4303163262857,0,18,16.0133333333333
"976","301-NW",57.819053,-110.839073,2016-05-05,0,0,0,0,126,18,316,0.9326171875,9.3,19.7,14.5,6.4,-5.3625,1.42594306748573,0,-4,15.9838888888889
"977","538-NW",56.549434,-112.45282,2016-05-05,0,0,0,0,126,18,506,0.533736031916406,11.6,19,15.3,7.2,-5.57166666666667,1.41137481301523,0,32,15.7805555555556
"978","64-NW",59.31958,-111.284081,2016-05-05,0,0,0,0,126,18,212,0.956957742571831,2.5,9.7,6.1,5.3,-5.25972222222222,1.40729453599824,NA,-7,16.2486111111111
"979","92-NW",59.18782,-111.372108,2016-05-05,0,0,0,0,126,18,210,0.956957742571831,4.4,17.4,10.9,5.2,-5.27777777777778,1.4069466611658,0,-13,16.2241666666667
"980","122-NW",58.93523,-111.107582,2016-05-06,0,0,0,0,127,19,216,0.935627377695508,-0.6,19,9.2,5.2,-5.2425,1.41625612915947,0,-9,16.2575
"981","1539-NW",50.221923,-111.808769,2016-05-06,0,0,0,0,127,19,747,0.609375,2.1,21.8,12,9.1,-5.90777777777778,1.47745792417825,0.4,18,15.0205555555556
"982","538-NW",56.549434,-112.45282,2016-05-06,0,0,0,0,127,19,506,0.533736031916406,3.8,19.2,11.5,6.6,-5.53555555555556,1.41479359979933,0,33,15.8508333333333
"983","64-NW",59.31958,-111.284081,2016-05-06,1,1,0,1,127,19,212,0.956957742571831,1.5,NA,NA,5.2,-5.21805555555556,1.41046337541635,NA,-6,16.3297222222222
"984","92-NW",59.18782,-111.372108,2016-05-06,0,0,0,0,127,19,210,0.956957742571831,-0.6,19,9.2,5.2,-5.23638888888889,1.41012758877415,0,-12,16.305
"985","122-NW",58.93523,-111.107582,2016-05-06,0,0,0,0,127,19,216,0.935627377695508,-0.6,19,9.2,5.2,-5.2425,1.41625612915947,0,-9,16.2575
"986","1539-NW",50.221923,-111.808769,2016-05-06,0,0,0,0,127,19,747,0.609375,2.1,21.8,12,9.1,-5.90777777777778,1.47745792417825,0.4,18,15.0205555555556
"987","242-NW",58.153949,-110.411049,2016-05-06,1,1,0,1,127,19,337,0.976859144038624,-0.6,19,9.2,NA,-5.26638888888889,1.43318838418894,0,NA,16.1166666666667
"988","538-NW",56.549434,-112.45282,2016-05-06,0,0,0,0,127,19,506,0.533736031916406,3.8,19.2,11.5,6.6,-5.53555555555556,1.41479359979933,0,33,15.8508333333333
"989","64-NW",59.31958,-111.284081,2016-05-06,0,0,0,0,127,19,212,0.956957742571831,1.5,NA,NA,5.2,-5.21805555555556,1.41046337541635,NA,-6,16.3297222222222
"990","92-NW",59.18782,-111.372108,2016-05-06,0,0,0,0,127,19,210,0.956957742571831,-0.6,19,9.2,5.2,-5.23638888888889,1.41012758877415,0,-12,16.305
