"","location","elevation","elev_units","coords.x1","coords.x2","optional"
"848","538-NW",506,"meters",-112.45282,56.549434,TRUE
"849","64-NW",212,"meters",-111.284081,59.31958,TRUE
"850","92-NW",210,"meters",-111.372108,59.18782,TRUE
"851","122-NW",216,"meters",-111.107582,58.93523,TRUE
"852","1539-NW",747,"meters",-111.808769,50.221923,TRUE
"853","242-NW",337,"meters",-110.411049,58.153949,TRUE
"854","538-NW",506,"meters",-112.45282,56.549434,TRUE
"855","64-NW",212,"meters",-111.284081,59.31958,TRUE
"856","92-NW",210,"meters",-111.372108,59.18782,TRUE
"857","122-NE",216,"meters",-111.107582,58.93523,TRUE
"858","272-SE",334,"meters",-110.466278,57.993595,TRUE
"859","301-NW",316,"meters",-110.839073,57.819053,TRUE
"860","538-NE",506,"meters",-112.45282,56.549434,TRUE
"861","65-SW",262,"meters",-110.953598,59.318275,TRUE
"862","923-NE",608,"meters",-111.66065,54.233108,TRUE
"863","93-NE",249,"meters",-111.064606,59.160793,TRUE
"864","956-SE",633,"meters",-111.69119,54.045711,TRUE
"865","958-SW",668,"meters",-111.10926,53.975181,TRUE
"866","122-NW",216,"meters",-111.107582,58.93523,TRUE
"867","1539-NW",747,"meters",-111.808769,50.221923,TRUE
"868","242-NW",337,"meters",-110.411049,58.153949,TRUE
"869","538-NW",506,"meters",-112.45282,56.549434,TRUE
"870","64-NW",212,"meters",-111.284081,59.31958,TRUE
"871","92-NW",210,"meters",-111.372108,59.18782,TRUE
"872","122-NW",216,"meters",-111.107582,58.93523,TRUE
"873","1539-NW",747,"meters",-111.808769,50.221923,TRUE
"874","242-NW",337,"meters",-110.411049,58.153949,TRUE
"875","538-NW",506,"meters",-112.45282,56.549434,TRUE
"876","64-NW",212,"meters",-111.284081,59.31958,TRUE
"877","92-NW",210,"meters",-111.372108,59.18782,TRUE
"878","122-NE",216,"meters",-111.107582,58.93523,TRUE
"879","272-SE",334,"meters",-110.466278,57.993595,TRUE
"880","301-NW",316,"meters",-110.839073,57.819053,TRUE
"881","538-NE",506,"meters",-112.45282,56.549434,TRUE
"882","65-SW",262,"meters",-110.953598,59.318275,TRUE
"883","923-NE",608,"meters",-111.66065,54.233108,TRUE
"884","93-NE",249,"meters",-111.064606,59.160793,TRUE
"885","956-SE",633,"meters",-111.69119,54.045711,TRUE
"886","958-SW",668,"meters",-111.10926,53.975181,TRUE
"887","122-NW",216,"meters",-111.107582,58.93523,TRUE
"888","1539-NW",747,"meters",-111.808769,50.221923,TRUE
"889","242-NW",337,"meters",-110.411049,58.153949,TRUE
"890","538-NW",506,"meters",-112.45282,56.549434,TRUE
"891","64-NW",212,"meters",-111.284081,59.31958,TRUE
"892","92-NW",210,"meters",-111.372108,59.18782,TRUE
"893","122-NW",216,"meters",-111.107582,58.93523,TRUE
"894","1539-NW",747,"meters",-111.808769,50.221923,TRUE
"895","242-NW",337,"meters",-110.411049,58.153949,TRUE
"896","538-NW",506,"meters",-112.45282,56.549434,TRUE
"897","92-NW",210,"meters",-111.372108,59.18782,TRUE
"898","122-NE",216,"meters",-111.107582,58.93523,TRUE
"899","272-SE",334,"meters",-110.466278,57.993595,TRUE
"900","301-NW",316,"meters",-110.839073,57.819053,TRUE
"901","538-NE",506,"meters",-112.45282,56.549434,TRUE
"902","65-SW",262,"meters",-110.953598,59.318275,TRUE
"903","923-NE",608,"meters",-111.66065,54.233108,TRUE
"904","93-NE",249,"meters",-111.064606,59.160793,TRUE
"905","956-SE",633,"meters",-111.69119,54.045711,TRUE
"906","958-SW",668,"meters",-111.10926,53.975181,TRUE
"907","122-NW",216,"meters",-111.107582,58.93523,TRUE
"908","1539-NW",747,"meters",-111.808769,50.221923,TRUE
"909","242-NW",337,"meters",-110.411049,58.153949,TRUE
"910","538-NW",506,"meters",-112.45282,56.549434,TRUE
"911","64-NW",212,"meters",-111.284081,59.31958,TRUE
"912","92-NW",210,"meters",-111.372108,59.18782,TRUE
"913","122-NW",216,"meters",-111.107582,58.93523,TRUE
"914","1539-NW",747,"meters",-111.808769,50.221923,TRUE
"915","242-NW",337,"meters",-110.411049,58.153949,TRUE
"916","538-NW",506,"meters",-112.45282,56.549434,TRUE
"917","64-NW",212,"meters",-111.284081,59.31958,TRUE
"918","92-NW",210,"meters",-111.372108,59.18782,TRUE
"919","122-NE",216,"meters",-111.107582,58.93523,TRUE
"920","272-SE",334,"meters",-110.466278,57.993595,TRUE
"921","301-NW",316,"meters",-110.839073,57.819053,TRUE
"922","538-NE",506,"meters",-112.45282,56.549434,TRUE
"923","65-SW",262,"meters",-110.953598,59.318275,TRUE
"924","923-NE",608,"meters",-111.66065,54.233108,TRUE
"925","93-NE",249,"meters",-111.064606,59.160793,TRUE
"926","956-SE",633,"meters",-111.69119,54.045711,TRUE
"927","958-SW",668,"meters",-111.10926,53.975181,TRUE
"928","122-NW",216,"meters",-111.107582,58.93523,TRUE
"929","1539-NW",747,"meters",-111.808769,50.221923,TRUE
"930","242-NW",337,"meters",-110.411049,58.153949,TRUE
"931","538-NW",506,"meters",-112.45282,56.549434,TRUE
"932","64-NW",212,"meters",-111.284081,59.31958,TRUE
"933","92-NW",210,"meters",-111.372108,59.18782,TRUE
"934","122-NW",216,"meters",-111.107582,58.93523,TRUE
"935","1539-NW",747,"meters",-111.808769,50.221923,TRUE
"936","242-NW",337,"meters",-110.411049,58.153949,TRUE
"937","538-NW",506,"meters",-112.45282,56.549434,TRUE
"938","64-NW",212,"meters",-111.284081,59.31958,TRUE
"939","92-NW",210,"meters",-111.372108,59.18782,TRUE
"940","122-NE",216,"meters",-111.107582,58.93523,TRUE
"941","272-SE",334,"meters",-110.466278,57.993595,TRUE
"942","301-NW",316,"meters",-110.839073,57.819053,TRUE
"943","538-NE",506,"meters",-112.45282,56.549434,TRUE
"944","65-SW",262,"meters",-110.953598,59.318275,TRUE
"945","923-NE",608,"meters",-111.66065,54.233108,TRUE
"946","93-NE",249,"meters",-111.064606,59.160793,TRUE
"947","956-SE",633,"meters",-111.69119,54.045711,TRUE
"948","958-SW",668,"meters",-111.10926,53.975181,TRUE
"949","122-NW",216,"meters",-111.107582,58.93523,TRUE
"950","242-NW",337,"meters",-110.411049,58.153949,TRUE
"951","538-NW",506,"meters",-112.45282,56.549434,TRUE
"952","64-NW",212,"meters",-111.284081,59.31958,TRUE
"953","92-NW",210,"meters",-111.372108,59.18782,TRUE
"954","122-NW",216,"meters",-111.107582,58.93523,TRUE
"955","1539-NW",747,"meters",-111.808769,50.221923,TRUE
"956","242-NW",337,"meters",-110.411049,58.153949,TRUE
"957","538-NW",506,"meters",-112.45282,56.549434,TRUE
"958","64-NW",212,"meters",-111.284081,59.31958,TRUE
"959","92-NW",210,"meters",-111.372108,59.18782,TRUE
"960","122-NE",216,"meters",-111.107582,58.93523,TRUE
"961","272-SE",334,"meters",-110.466278,57.993595,TRUE
"962","301-NW",316,"meters",-110.839073,57.819053,TRUE
"963","538-NE",506,"meters",-112.45282,56.549434,TRUE
"964","65-SW",262,"meters",-110.953598,59.318275,TRUE
"965","923-NE",608,"meters",-111.66065,54.233108,TRUE
"966","93-NE",249,"meters",-111.064606,59.160793,TRUE
"967","956-SE",633,"meters",-111.69119,54.045711,TRUE
"968","958-SW",668,"meters",-111.10926,53.975181,TRUE
"969","122-NW",216,"meters",-111.107582,58.93523,TRUE
"970","1539-NW",747,"meters",-111.808769,50.221923,TRUE
"971","242-NW",337,"meters",-110.411049,58.153949,TRUE
"972","538-NW",506,"meters",-112.45282,56.549434,TRUE
"973","64-NW",212,"meters",-111.284081,59.31958,TRUE
"974","92-NW",210,"meters",-111.372108,59.18782,TRUE
"975","122-NW",216,"meters",-111.107582,58.93523,TRUE
"976","242-NW",337,"meters",-110.411049,58.153949,TRUE
"977","538-NW",506,"meters",-112.45282,56.549434,TRUE
"978","64-NW",212,"meters",-111.284081,59.31958,TRUE
"979","92-NW",210,"meters",-111.372108,59.18782,TRUE
"980","122-NE",216,"meters",-111.107582,58.93523,TRUE
"981","272-SE",334,"meters",-110.466278,57.993595,TRUE
"982","301-NW",316,"meters",-110.839073,57.819053,TRUE
"983","538-NE",506,"meters",-112.45282,56.549434,TRUE
"984","65-SW",262,"meters",-110.953598,59.318275,TRUE
"985","923-NE",608,"meters",-111.66065,54.233108,TRUE
"986","93-NE",249,"meters",-111.064606,59.160793,TRUE
"987","956-SE",633,"meters",-111.69119,54.045711,TRUE
"988","958-SW",668,"meters",-111.10926,53.975181,TRUE
"989","122-NW",216,"meters",-111.107582,58.93523,TRUE
"990","1539-NW",747,"meters",-111.808769,50.221923,TRUE
"991","242-NW",337,"meters",-110.411049,58.153949,TRUE
"992","64-NW",212,"meters",-111.284081,59.31958,TRUE
"993","92-NW",210,"meters",-111.372108,59.18782,TRUE
"994","122-NW",216,"meters",-111.107582,58.93523,TRUE
"995","1539-NW",747,"meters",-111.808769,50.221923,TRUE
"996","242-NW",337,"meters",-110.411049,58.153949,TRUE
"997","538-NW",506,"meters",-112.45282,56.549434,TRUE
"998","64-NW",212,"meters",-111.284081,59.31958,TRUE
"999","92-NW",210,"meters",-111.372108,59.18782,TRUE
"1000","122-NE",216,"meters",-111.107582,58.93523,TRUE
"1001","272-SE",334,"meters",-110.466278,57.993595,TRUE
"1002","301-NW",316,"meters",-110.839073,57.819053,TRUE
"1003","538-NE",506,"meters",-112.45282,56.549434,TRUE
"1004","65-SW",262,"meters",-110.953598,59.318275,TRUE
"1005","923-NE",608,"meters",-111.66065,54.233108,TRUE
"1006","93-NE",249,"meters",-111.064606,59.160793,TRUE
"1007","956-SE",633,"meters",-111.69119,54.045711,TRUE
"1008","958-SW",668,"meters",-111.10926,53.975181,TRUE
"1009","122-NW",216,"meters",-111.107582,58.93523,TRUE
"1010","1539-NW",747,"meters",-111.808769,50.221923,TRUE
"1011","242-NW",337,"meters",-110.411049,58.153949,TRUE
"1012","538-NW",506,"meters",-112.45282,56.549434,TRUE
"1013","64-NW",212,"meters",-111.284081,59.31958,TRUE
"1014","92-NW",210,"meters",-111.372108,59.18782,TRUE
"1015","242-NW",337,"meters",-110.411049,58.153949,TRUE
"1016","538-NW",506,"meters",-112.45282,56.549434,TRUE
"1017","64-NW",212,"meters",-111.284081,59.31958,TRUE
"1018","92-NW",210,"meters",-111.372108,59.18782,TRUE
"1019","122-NE",216,"meters",-111.107582,58.93523,TRUE
"1020","272-SE",334,"meters",-110.466278,57.993595,TRUE
"1021","301-NW",316,"meters",-110.839073,57.819053,TRUE
"1022","538-NE",506,"meters",-112.45282,56.549434,TRUE
"1023","65-SW",262,"meters",-110.953598,59.318275,TRUE
"1024","923-NE",608,"meters",-111.66065,54.233108,TRUE
"1025","93-NE",249,"meters",-111.064606,59.160793,TRUE
"1026","956-SE",633,"meters",-111.69119,54.045711,TRUE
"1027","958-SW",668,"meters",-111.10926,53.975181,TRUE
"1028","122-NW",216,"meters",-111.107582,58.93523,TRUE
"1029","1539-NW",747,"meters",-111.808769,50.221923,TRUE
"1030","538-NW",506,"meters",-112.45282,56.549434,TRUE
"1031","64-NW",212,"meters",-111.284081,59.31958,TRUE
"1032","122-NW",216,"meters",-111.107582,58.93523,TRUE
"1033","1539-NW",747,"meters",-111.808769,50.221923,TRUE
"1034","242-NW",337,"meters",-110.411049,58.153949,TRUE
"1035","538-NW",506,"meters",-112.45282,56.549434,TRUE
"1036","64-NW",212,"meters",-111.284081,59.31958,TRUE
"1037","92-NW",210,"meters",-111.372108,59.18782,TRUE
"1038","122-NE",216,"meters",-111.107582,58.93523,TRUE
"1039","272-SE",334,"meters",-110.466278,57.993595,TRUE
"1040","301-NW",316,"meters",-110.839073,57.819053,TRUE
"1041","538-NE",506,"meters",-112.45282,56.549434,TRUE
"1042","65-SW",262,"meters",-110.953598,59.318275,TRUE
"1043","923-NE",608,"meters",-111.66065,54.233108,TRUE
"1044","93-NE",249,"meters",-111.064606,59.160793,TRUE
"1045","956-SE",633,"meters",-111.69119,54.045711,TRUE
"1046","958-SW",668,"meters",-111.10926,53.975181,TRUE
"1047","122-NW",216,"meters",-111.107582,58.93523,TRUE
"1048","1539-NW",747,"meters",-111.808769,50.221923,TRUE
"1049","242-NW",337,"meters",-110.411049,58.153949,TRUE
"1050","538-NW",506,"meters",-112.45282,56.549434,TRUE
"1051","64-NW",212,"meters",-111.284081,59.31958,TRUE
"1052","92-NW",210,"meters",-111.372108,59.18782,TRUE
"1053","122-NW",216,"meters",-111.107582,58.93523,TRUE
"1054","1539-NW",747,"meters",-111.808769,50.221923,TRUE
"1055","242-NW",337,"meters",-110.411049,58.153949,TRUE
"1056","538-NW",506,"meters",-112.45282,56.549434,TRUE
"1057","64-NW",212,"meters",-111.284081,59.31958,TRUE
"1058","92-NW",210,"meters",-111.372108,59.18782,TRUE
"1059","122-NE",216,"meters",-111.107582,58.93523,TRUE
"1060","272-SE",334,"meters",-110.466278,57.993595,TRUE
"1061","301-NW",316,"meters",-110.839073,57.819053,TRUE
"1062","538-NE",506,"meters",-112.45282,56.549434,TRUE
"1063","65-SW",262,"meters",-110.953598,59.318275,TRUE
"1064","923-NE",608,"meters",-111.66065,54.233108,TRUE
"1065","93-NE",249,"meters",-111.064606,59.160793,TRUE
"1066","956-SE",633,"meters",-111.69119,54.045711,TRUE
"1067","958-SW",668,"meters",-111.10926,53.975181,TRUE
"1068","122-NW",216,"meters",-111.107582,58.93523,TRUE
"1069","1539-NW",747,"meters",-111.808769,50.221923,TRUE
"1070","242-NW",337,"meters",-110.411049,58.153949,TRUE
"1071","538-NW",506,"meters",-112.45282,56.549434,TRUE
"1072","64-NW",212,"meters",-111.284081,59.31958,TRUE
"1073","92-NW",210,"meters",-111.372108,59.18782,TRUE
"1074","122-NW",216,"meters",-111.107582,58.93523,TRUE
"1075","1539-NW",747,"meters",-111.808769,50.221923,TRUE
"1076","538-NW",506,"meters",-112.45282,56.549434,TRUE
"1077","64-NW",212,"meters",-111.284081,59.31958,TRUE
"1078","92-NW",210,"meters",-111.372108,59.18782,TRUE
"1079","122-NE",216,"meters",-111.107582,58.93523,TRUE
"1080","272-SE",334,"meters",-110.466278,57.993595,TRUE
"1081","301-NW",316,"meters",-110.839073,57.819053,TRUE
"1082","65-SW",262,"meters",-110.953598,59.318275,TRUE
"1083","923-NE",608,"meters",-111.66065,54.233108,TRUE
"1084","93-NE",249,"meters",-111.064606,59.160793,TRUE
"1085","956-SE",633,"meters",-111.69119,54.045711,TRUE
"1086","958-SW",668,"meters",-111.10926,53.975181,TRUE
"1087","122-NW",216,"meters",-111.107582,58.93523,TRUE
"1088","1539-NW",747,"meters",-111.808769,50.221923,TRUE
"1089","242-NW",337,"meters",-110.411049,58.153949,TRUE
"1090","538-NW",506,"meters",-112.45282,56.549434,TRUE
"1091","64-NW",212,"meters",-111.284081,59.31958,TRUE
"1092","92-NW",210,"meters",-111.372108,59.18782,TRUE
"1093","122-NW",216,"meters",-111.107582,58.93523,TRUE
"1094","1539-NW",747,"meters",-111.808769,50.221923,TRUE
"1095","538-NW",506,"meters",-112.45282,56.549434,TRUE
"1096","64-NW",212,"meters",-111.284081,59.31958,TRUE
"1097","122-NE",216,"meters",-111.107582,58.93523,TRUE
"1098","272-SE",334,"meters",-110.466278,57.993595,TRUE
"1099","301-NW",316,"meters",-110.839073,57.819053,TRUE
"1100","538-NE",506,"meters",-112.45282,56.549434,TRUE
"1101","65-SW",262,"meters",-110.953598,59.318275,TRUE
"1102","923-NE",608,"meters",-111.66065,54.233108,TRUE
"1103","93-NE",249,"meters",-111.064606,59.160793,TRUE
"1104","956-SE",633,"meters",-111.69119,54.045711,TRUE
"1105","958-SW",668,"meters",-111.10926,53.975181,TRUE
"1106","122-NW",216,"meters",-111.107582,58.93523,TRUE
"1107","1539-NW",747,"meters",-111.808769,50.221923,TRUE
"1108","242-NW",337,"meters",-110.411049,58.153949,TRUE
"1109","538-NW",506,"meters",-112.45282,56.549434,TRUE
"1110","64-NW",212,"meters",-111.284081,59.31958,TRUE
"1111","92-NW",210,"meters",-111.372108,59.18782,TRUE
"1112","1539-NW",747,"meters",-111.808769,50.221923,TRUE
"1113","242-NW",337,"meters",-110.411049,58.153949,TRUE
"1114","538-NW",506,"meters",-112.45282,56.549434,TRUE
"1115","92-NW",210,"meters",-111.372108,59.18782,TRUE
"1116","272-SE",334,"meters",-110.466278,57.993595,TRUE
"1117","301-NW",316,"meters",-110.839073,57.819053,TRUE
"1118","538-NE",506,"meters",-112.45282,56.549434,TRUE
"1119","65-SW",262,"meters",-110.953598,59.318275,TRUE
"1120","923-NE",608,"meters",-111.66065,54.233108,TRUE
"1121","93-NE",249,"meters",-111.064606,59.160793,TRUE
"1122","956-SE",633,"meters",-111.69119,54.045711,TRUE
"1123","958-SW",668,"meters",-111.10926,53.975181,TRUE
"1124","1539-NW",747,"meters",-111.808769,50.221923,TRUE
"1125","242-NW",337,"meters",-110.411049,58.153949,TRUE
"1126","538-NW",506,"meters",-112.45282,56.549434,TRUE
"1127","64-NW",212,"meters",-111.284081,59.31958,TRUE
"1128","92-NW",210,"meters",-111.372108,59.18782,TRUE
"1129","1539-NW",747,"meters",-111.808769,50.221923,TRUE
"1130","538-NW",506,"meters",-112.45282,56.549434,TRUE
"1131","64-NW",212,"meters",-111.284081,59.31958,TRUE
"1132","122-NE",216,"meters",-111.107582,58.93523,TRUE
"1133","272-SE",334,"meters",-110.466278,57.993595,TRUE
"1134","301-NW",316,"meters",-110.839073,57.819053,TRUE
"1135","538-NE",506,"meters",-112.45282,56.549434,TRUE
"1136","65-SW",262,"meters",-110.953598,59.318275,TRUE
"1137","923-NE",608,"meters",-111.66065,54.233108,TRUE
"1138","93-NE",249,"meters",-111.064606,59.160793,TRUE
"1139","956-SE",633,"meters",-111.69119,54.045711,TRUE
"1140","958-SW",668,"meters",-111.10926,53.975181,TRUE
"1141","122-NW",216,"meters",-111.107582,58.93523,TRUE
"1142","1539-NW",747,"meters",-111.808769,50.221923,TRUE
"1143","538-NW",506,"meters",-112.45282,56.549434,TRUE
"1144","64-NW",212,"meters",-111.284081,59.31958,TRUE
"1145","122-NW",216,"meters",-111.107582,58.93523,TRUE
"1146","1539-NW",747,"meters",-111.808769,50.221923,TRUE
"1147","538-NW",506,"meters",-112.45282,56.549434,TRUE
"1148","64-NW",212,"meters",-111.284081,59.31958,TRUE
"1149","122-NE",216,"meters",-111.107582,58.93523,TRUE
"1150","272-SE",334,"meters",-110.466278,57.993595,TRUE
"1151","301-NW",316,"meters",-110.839073,57.819053,TRUE
"1152","538-NE",506,"meters",-112.45282,56.549434,TRUE
"1153","65-SW",262,"meters",-110.953598,59.318275,TRUE
"1154","923-NE",608,"meters",-111.66065,54.233108,TRUE
"1155","93-NE",249,"meters",-111.064606,59.160793,TRUE
"1156","956-SE",633,"meters",-111.69119,54.045711,TRUE
"1157","958-SW",668,"meters",-111.10926,53.975181,TRUE
"1158","122-NW",216,"meters",-111.107582,58.93523,TRUE
"1159","1539-NW",747,"meters",-111.808769,50.221923,TRUE
"1160","242-NW",337,"meters",-110.411049,58.153949,TRUE
"1161","538-NW",506,"meters",-112.45282,56.549434,TRUE
"1162","64-NW",212,"meters",-111.284081,59.31958,TRUE
"1163","122-NW",216,"meters",-111.107582,58.93523,TRUE
"1164","1539-NW",747,"meters",-111.808769,50.221923,TRUE
"1165","242-NW",337,"meters",-110.411049,58.153949,TRUE
"1166","538-NW",506,"meters",-112.45282,56.549434,TRUE
"1167","64-NW",212,"meters",-111.284081,59.31958,TRUE
"1168","92-NW",210,"meters",-111.372108,59.18782,TRUE
"1169","122-NE",216,"meters",-111.107582,58.93523,TRUE
"1170","272-SE",334,"meters",-110.466278,57.993595,TRUE
"1171","301-NW",316,"meters",-110.839073,57.819053,TRUE
"1172","538-NE",506,"meters",-112.45282,56.549434,TRUE
"1173","65-SW",262,"meters",-110.953598,59.318275,TRUE
"1174","923-NE",608,"meters",-111.66065,54.233108,TRUE
"1175","93-NE",249,"meters",-111.064606,59.160793,TRUE
"1176","958-SW",668,"meters",-111.10926,53.975181,TRUE
"1177","122-NW",216,"meters",-111.107582,58.93523,TRUE
"1178","1539-NW",747,"meters",-111.808769,50.221923,TRUE
"1179","242-NW",337,"meters",-110.411049,58.153949,TRUE
"1180","538-NW",506,"meters",-112.45282,56.549434,TRUE
"1181","1539-NW",747,"meters",-111.808769,50.221923,TRUE
"1182","122-NE",216,"meters",-111.107582,58.93523,TRUE
"1183","272-SE",334,"meters",-110.466278,57.993595,TRUE
"1184","301-NW",316,"meters",-110.839073,57.819053,TRUE
"1185","538-NE",506,"meters",-112.45282,56.549434,TRUE
"1186","65-SW",262,"meters",-110.953598,59.318275,TRUE
"1187","923-NE",608,"meters",-111.66065,54.233108,TRUE
"1188","93-NE",249,"meters",-111.064606,59.160793,TRUE
"1189","956-SE",633,"meters",-111.69119,54.045711,TRUE
"1190","958-SW",668,"meters",-111.10926,53.975181,TRUE
"1191","122-NW",216,"meters",-111.107582,58.93523,TRUE
"1192","1539-NW",747,"meters",-111.808769,50.221923,TRUE
"1193","538-NW",506,"meters",-112.45282,56.549434,TRUE
"1194","122-NW",216,"meters",-111.107582,58.93523,TRUE
"1195","1539-NW",747,"meters",-111.808769,50.221923,TRUE
"1196","538-NW",506,"meters",-112.45282,56.549434,TRUE
"1197","64-NW",212,"meters",-111.284081,59.31958,TRUE
"1198","92-NW",210,"meters",-111.372108,59.18782,TRUE
"1199","122-NE",216,"meters",-111.107582,58.93523,TRUE
"1200","272-SE",334,"meters",-110.466278,57.993595,TRUE
"1201","301-NW",316,"meters",-110.839073,57.819053,TRUE
"1202","538-NE",506,"meters",-112.45282,56.549434,TRUE
"1203","923-NE",608,"meters",-111.66065,54.233108,TRUE
"1204","93-NE",249,"meters",-111.064606,59.160793,TRUE
"1205","956-SE",633,"meters",-111.69119,54.045711,TRUE
"1206","958-SW",668,"meters",-111.10926,53.975181,TRUE
"1207","538-NW",506,"meters",-112.45282,56.549434,TRUE
"1208","64-NW",212,"meters",-111.284081,59.31958,TRUE
"1209","92-NW",210,"meters",-111.372108,59.18782,TRUE
"1210","122-NW",216,"meters",-111.107582,58.93523,TRUE
"1211","1539-NW",747,"meters",-111.808769,50.221923,TRUE
"1212","242-NW",337,"meters",-110.411049,58.153949,TRUE
"1213","64-NW",212,"meters",-111.284081,59.31958,TRUE
"1214","92-NW",210,"meters",-111.372108,59.18782,TRUE
"1215","122-NW",216,"meters",-111.107582,58.93523,TRUE
"1216","1539-NW",747,"meters",-111.808769,50.221923,TRUE
"1217","242-NW",337,"meters",-110.411049,58.153949,TRUE
"1218","538-NW",506,"meters",-112.45282,56.549434,TRUE
"1219","122-NE",216,"meters",-111.107582,58.93523,TRUE
"1220","122-NW",216,"meters",-111.107582,58.93523,TRUE
"1221","1539-NW",747,"meters",-111.808769,50.221923,TRUE
"1222","272-SE",334,"meters",-110.466278,57.993595,TRUE
"1223","301-NW",316,"meters",-110.839073,57.819053,TRUE
"1224","538-NE",506,"meters",-112.45282,56.549434,TRUE
"1225","923-NE",608,"meters",-111.66065,54.233108,TRUE
"1226","93-NE",249,"meters",-111.064606,59.160793,TRUE
"1227","956-SE",633,"meters",-111.69119,54.045711,TRUE
"1228","958-SW",668,"meters",-111.10926,53.975181,TRUE
"1229","1539-NW",747,"meters",-111.808769,50.221923,TRUE
"1230","538-NW",506,"meters",-112.45282,56.549434,TRUE
"1231","122-NW",216,"meters",-111.107582,58.93523,TRUE
"1232","1539-NW",747,"meters",-111.808769,50.221923,TRUE
"1233","538-NW",506,"meters",-112.45282,56.549434,TRUE
"1234","64-NW",212,"meters",-111.284081,59.31958,TRUE
"1235","92-NW",210,"meters",-111.372108,59.18782,TRUE
"1236","1539-NW",747,"meters",-111.808769,50.221923,TRUE
"1237","242-NW",337,"meters",-110.411049,58.153949,TRUE
"1238","538-NW",506,"meters",-112.45282,56.549434,TRUE
"1239","64-NW",212,"meters",-111.284081,59.31958,TRUE
"1240","122-NE",216,"meters",-111.107582,58.93523,TRUE
"1241","122-NW",216,"meters",-111.107582,58.93523,TRUE
"1242","1539-NW",747,"meters",-111.808769,50.221923,TRUE
"1243","242-NW",337,"meters",-110.411049,58.153949,TRUE
"1244","272-SE",334,"meters",-110.466278,57.993595,TRUE
"1245","301-NW",316,"meters",-110.839073,57.819053,TRUE
"1246","538-NE",506,"meters",-112.45282,56.549434,TRUE
"1247","538-NW",506,"meters",-112.45282,56.549434,TRUE
"1248","64-NW",212,"meters",-111.284081,59.31958,TRUE
"1249","923-NE",608,"meters",-111.66065,54.233108,TRUE
"1250","92-NW",210,"meters",-111.372108,59.18782,TRUE
"1251","93-NE",249,"meters",-111.064606,59.160793,TRUE
"1252","956-SE",633,"meters",-111.69119,54.045711,TRUE
"1253","122-NW",216,"meters",-111.107582,58.93523,TRUE
"1254","1539-NW",747,"meters",-111.808769,50.221923,TRUE
"1255","538-NW",506,"meters",-112.45282,56.549434,TRUE
"1256","64-NW",212,"meters",-111.284081,59.31958,TRUE
"1257","92-NW",210,"meters",-111.372108,59.18782,TRUE
"1258","122-NW",216,"meters",-111.107582,58.93523,TRUE
"1259","1539-NW",747,"meters",-111.808769,50.221923,TRUE
"1260","242-NW",337,"meters",-110.411049,58.153949,TRUE
"1261","538-NW",506,"meters",-112.45282,56.549434,TRUE
"1262","64-NW",212,"meters",-111.284081,59.31958,TRUE
"1263","92-NW",210,"meters",-111.372108,59.18782,TRUE
"1264","1539-NW",747,"meters",-111.808769,50.221923,TRUE
"1265","242-NW",337,"meters",-110.411049,58.153949,TRUE
"1266","538-NW",506,"meters",-112.45282,56.549434,TRUE
"1267","64-NW",212,"meters",-111.284081,59.31958,TRUE
"1268","122-NE",216,"meters",-111.107582,58.93523,TRUE
"1269","122-NW",216,"meters",-111.107582,58.93523,TRUE
"1270","1539-NW",747,"meters",-111.808769,50.221923,TRUE
"1271","272-SE",334,"meters",-110.466278,57.993595,TRUE
"1272","301-NW",316,"meters",-110.839073,57.819053,TRUE
"1273","538-NE",506,"meters",-112.45282,56.549434,TRUE
"1274","538-NW",506,"meters",-112.45282,56.549434,TRUE
"1275","923-NE",608,"meters",-111.66065,54.233108,TRUE
"1276","92-NW",210,"meters",-111.372108,59.18782,TRUE
"1277","93-NE",249,"meters",-111.064606,59.160793,TRUE
"1278","956-SE",633,"meters",-111.69119,54.045711,TRUE
"1279","958-SW",668,"meters",-111.10926,53.975181,TRUE
"1280","122-NW",216,"meters",-111.107582,58.93523,TRUE
"1281","1539-NW",747,"meters",-111.808769,50.221923,TRUE
"1282","242-NW",337,"meters",-110.411049,58.153949,TRUE
"1283","538-NW",506,"meters",-112.45282,56.549434,TRUE
"1284","64-NW",212,"meters",-111.284081,59.31958,TRUE
"1285","122-NW",216,"meters",-111.107582,58.93523,TRUE
"1286","1539-NW",747,"meters",-111.808769,50.221923,TRUE
"1287","242-NW",337,"meters",-110.411049,58.153949,TRUE
"1288","538-NW",506,"meters",-112.45282,56.549434,TRUE
"1289","64-NW",212,"meters",-111.284081,59.31958,TRUE
"1290","92-NW",210,"meters",-111.372108,59.18782,TRUE
"1291","122-NW",216,"meters",-111.107582,58.93523,TRUE
"1292","1539-NW",747,"meters",-111.808769,50.221923,TRUE
"1293","538-NW",506,"meters",-112.45282,56.549434,TRUE
"1294","64-NW",212,"meters",-111.284081,59.31958,TRUE
"1295","122-NE",216,"meters",-111.107582,58.93523,TRUE
"1296","1539-NW",747,"meters",-111.808769,50.221923,TRUE
"1297","272-SE",334,"meters",-110.466278,57.993595,TRUE
"1298","301-NW",316,"meters",-110.839073,57.819053,TRUE
"1299","538-NE",506,"meters",-112.45282,56.549434,TRUE
"1300","538-NW",506,"meters",-112.45282,56.549434,TRUE
"1301","923-NE",608,"meters",-111.66065,54.233108,TRUE
