organization,project_name,location,recording_date,method,status,observer,longitude,latitude,hide_location,buffer,daily_weather_station_nm,daily_weather_station_elevation,daily_weather_station_distance,daily_min_temp,daily_max_temp,daily_mean_temp,daily_total_rain_mm,daily_total_snow_cm,daily_precipitation_mm,daily_snow_on_ground_cm,hourly_weather_station_nm,hourly_weather_station_elevation,hourly_weather_station_distance,hourly_temp,hourly_dew_point,hourly_rel_humidity,hourly_precipitatiohourly_wind_speed,hourly_visibility_km,hourly_station_pressuren_mm,hourly_wind_direction,hourly_wind_speed,hourly_humidex,hourly_wind_chill,hourly_weather_attributes,land_features,equipment_used,left_rms_peak_dbfs,left_rms_trough_dbfs,left_pk_count,left_dc_offset,left_min_level,left_max_level,left_rms_peak_level_dbfs,right_rms_peak_dbfs,right_rms_trough_dbfs,right_pk_count,right_dc_offset,right_min_level,right_max_level,right_peak_level_dbfs,url,source_file_name,observer_id
BU,Zeller- Woodpeckers- BU 2021,SAAM-34-1,2016-05-08 14:00:00,60s None,New,Alice Pearson,-115.927141,51.249900,"","",No daily weather within 165km,"","",,,,,,,,No daily weather within 165km,"","",,,,,,,,,,,,,Wildlife Acoustics+SM2+(CP.08),-6.62,-48.16,,-0.000003,-0.741028,0.935547,-0.58,-1.99,-48.46,,0.000024,-1,0.999969,0,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=354766,SAAM-34-1_20160508_140000.wav,1041
BU,Zeller- Woodpeckers- BU 2021,SAAM-34-1,2016-05-09 01:30:00,60s None,Transcribed,Austin Zeller,-115.927141,51.249900,"","",No daily weather within 165km,"","",,,,,,,,No daily weather within 165km,"","",,,,,,,,,,,,,Wildlife Acoustics+SM2+(CP.08),-29.87,-50.26,2,-0.000005,-0.22065,0.16516,-13.13,-18.11,-50.6,2,-0.000005,-0.175312,0.208172,-13.63,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=358768,SAAM-0034-01_20160509_013000.wac,841
BU,Zeller- Woodpeckers- BU 2021,SAAM-35-1,2016-05-09 22:45:00,60s None,New,Alice Pearson,-115.484417,51.202324,"","",No daily weather within 165km,"","",,,,,,,,No daily weather within 165km,"","",,,,,,,,,,,,,Wildlife Acoustics+SM2+(CP.09),-39.8,-49.72,2,-0.000005,-0.031586,0.031311,-30.01,-39.95,-50.53,2,-0.000005,-0.028839,0.028961,-30.76,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=354782,SAAM-35-1_20160509_224500.wav,1041
BU,Zeller- Woodpeckers- BU 2021,SAAM-35-1,2016-05-09 22:45:00,60s None,Transcribed,Austin Zeller,-115.484417,51.202324,"","",No daily weather within 165km,"","",,,,,,,,No daily weather within 165km,"","",,,,,,,,,,,,,Wildlife Acoustics+SM2+(CP.09),-39.8,-49.72,2,-0.000005,-0.031586,0.031311,-30.01,-39.95,-50.53,2,-0.000005,-0.028839,0.028961,-30.76,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=358782,SAAM-35-1_20160509_224500.wav,841
BU,Zeller- Woodpeckers- BU 2021,SAAM-36-1,2016-05-10 00:00:00,60s None,New,Alice Pearson,-115.352229,50.867176,"","",KANANASKIS,1391.10m,29km,-3.50,11.50,4.00,0.00,0.00,0.00,0.00,NAKISKA RIDGETOP,2543.00m,14km,-5.70,-7.70,86,,,,,,,,NA,,,-16,-53,2,-0.000006,-0.32724,0.245483,-9.7,-8.45,-53.16,2,-0.000005,-0.591034,0.797272,-1.97,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=354796,SAAM-36-1_20160510_000000.wav,1041
BU,Zeller- Woodpeckers- BU 2021,SAAM-36-1,2016-05-10 00:00:00,60s None,Transcribed,Austin Zeller,-115.352229,50.867176,"","",KANANASKIS,1391.10m,29km,-3.50,11.50,4.00,0.00,0.00,0.00,0.00,NAKISKA RIDGETOP,2543.00m,14km,-5.70,-7.70,86,,,,,,,,NA,,,-16,-53,2,-0.000006,-0.32724,0.245483,-9.7,-8.45,-53.16,2,-0.000005,-0.591034,0.797272,-1.97,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=358795,SAAM-36-1_20160510_000000.wav,841
BU,Zeller- Woodpeckers- BU 2021,SAAM-36-1,2016-05-11 18:30:00,60s None,New,Alice Pearson,-115.352229,50.867176,"","",No daily weather within 165km,"","",,,,,,,,No daily weather within 165km,"","",,,,,,,,,,,,,,-38.1,-52.96,2,-0.000005,-0.049805,0.034454,-26.05,-37.6,-53.26,2,-0.000005,-0.028931,0.032166,-29.85,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=354794,SAAM-36-1_20160511_183000.wav,1041
BU,Zeller- Woodpeckers- BU 2021,SAAM-36-1,2016-05-11 18:30:00,60s None,Transcribed,Austin Zeller,-115.352229,50.867176,"","",No daily weather within 165km,"","",,,,,,,,No daily weather within 165km,"","",,,,,,,,,,,,,,-38.1,-52.96,2,-0.000005,-0.049805,0.034454,-26.05,-37.6,-53.26,2,-0.000005,-0.028931,0.032166,-29.85,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=358796,SAAM-36-1_20160511_183000.wav,841
BU,Zeller- Woodpeckers- BU 2021,SAAM-36-1,2016-05-11 23:15:00,60s None,Transcribed,Austin Zeller,-115.352229,50.867176,"","",No daily weather within 165km,"","",,,,,,,,No daily weather within 165km,"","",,,,,,,,,,,,,,-20.29,-53.22,2,-0.000005,-0.456421,0.917328,-0.75,-39.55,-53.14,2,-0.000005,-0.130402,0.13147,-17.62,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=358797,SAAM-36-1_20160511_231500.wav,841
BU,Zeller- Woodpeckers- BU 2021,SAAM-36-1,2016-05-11 23:15:00,60s None,New,Alice Pearson,-115.352229,50.867176,"","",No daily weather within 165km,"","",,,,,,,,No daily weather within 165km,"","",,,,,,,,,,,,,,-20.29,-53.22,2,-0.000005,-0.456421,0.917328,-0.75,-39.55,-53.14,2,-0.000005,-0.130402,0.13147,-17.62,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=354795,SAAM-36-1_20160511_231500.wav,1041
