system:index,Greenup_1,MidGreenup_1,Peak_1,datetime,google:max_source_file_timestamp,location,timestamp,year,.geo
2015_01_01_0000000000000000000a,16564.0,16582.0,16617.0,2015-01-01 00:00:00,1.563986379E12,OG-2-9-E,1.4200704E12,2015,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-110.97276960794566,54.66046395014575],[-110.97122404033152,54.66046395014575],[-110.97122404033152,54.66136366383321],[-110.97276960794566,54.66136366383321],[-110.97276960794566,54.66046395014575]]]}"
2015_01_01_0000000000000000000c,16541.0,16578.0,16620.0,2015-01-01 00:00:00,1.563986379E12,BG-2-73,1.4200704E12,2015,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-110.9765641737106,56.43049073600779],[-110.97494740588506,56.43049073600779],[-110.97494740588506,56.431390449695385],[-110.9765641737106,56.431390449695385],[-110.9765641737106,56.43049073600779]]]}"
2015_01_01_0000000000000000000d,16526.0,16554.0,16641.0,2015-01-01 00:00:00,1.563986379E12,BG-4-22,1.4200704E12,2015,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-110.88872189493945,55.4446191658994],[-110.88714575868032,55.4446191658994],[-110.88714575868032,55.44551887958692],[-110.88872189493945,55.44551887958692],[-110.88872189493945,55.4446191658994]]]}"
2015_01_01_0000000000000000000e,16547.0,16579.0,16626.0,2015-01-01 00:00:00,1.563986379E12,OG-34-121-A,1.4200704E12,2015,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-113.53449391159066,55.67061532549013],[-113.53290868389826,55.67061532549013],[-113.53290868389826,55.67151503917768],[-113.53449391159066,55.67151503917768],[-113.53449391159066,55.67061532549013]]]}"
2015_01_01_0000000000000000000f,16543.11764705882,16585.0,16644.70588235294,2015-01-01 00:00:00,1.563986379E12,Y-23-352-NW,1.4200704E12,2015,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-111.32873244325134,57.33098389824585],[-111.32707624872282,57.33098389824585],[-111.32707624872282,57.331883611933506],[-111.32873244325134,57.331883611933506],[-111.32873244325134,57.33098389824585]]]}"
2015_01_01_00000000000000000010,16533.0,16578.0,16638.0,2015-01-01 00:00:00,1.563986379E12,BG-2-63,1.4200704E12,2015,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-110.97585507651586,56.42577300709325],[-110.97423850926332,56.42577300709325],[-110.97423850926332,56.42667272078084],[-110.97585507651586,56.42667272078084],[-110.97585507651586,56.42577300709325]]]}"
2015_01_01_00000000000000000011,16539.25,16580.5,16625.499999999996,2015-01-01 00:00:00,1.563986379E12,BG-4-50,1.4200704E12,2015,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-110.81182485958301,55.452757025321944],[-110.81024839818711,55.452757025321944],[-110.81024839818711,55.45365673900947],[-110.81182485958301,55.45365673900947],[-110.81182485958301,55.452757025321944]]]}"
2015_01_01_00000000000000000012,16541.0,16572.0,16604.0,2015-01-01 00:00:00,1.563986379E12,BG-4-60,1.4200704E12,2015,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-110.81141919055958,55.45822834231453],[-110.8098425104716,55.45822834231453],[-110.8098425104716,55.459128056002044],[-110.81141919055958,55.459128056002044],[-110.81141919055958,55.45822834231453]]]}"
2015_01_01_00000000000000000013,16562.0,16584.0,16625.0,2015-01-01 00:00:00,1.563986379E12,BG-4-29,1.4200704E12,2015,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-110.82251311724367,55.44234948346321],[-110.8209370716369,55.44234948346321],[-110.8209370716369,55.44324919715072],[-110.82251311724367,55.44324919715072],[-110.82251311724367,55.44234948346321]]]}"
2015_01_01_00000000000000000014,16534.29411764706,16573.58823529412,16625.0,2015-01-01 00:00:00,1.563986379E12,BG-4-40,1.4200704E12,2015,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-110.81229296014943,55.44749082697784],[-110.81071670917605,55.44749082697784],[-110.81071670917605,55.44839054066535],[-110.81229296014943,55.44839054066535],[-110.81229296014943,55.44749082697784]]]}"
