system:index,Greenup_1,MidGreenup_1,Peak_1,datetime,google:max_source_file_timestamp,location,timestamp,year,.geo
2018_01_01_00000000000000000029,17657.0,17674.0,17740.0,2018-01-01 00:00:00,1.595182911E12,280-NW,1.5147648E12,2021,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-117.97557130364065,58.48647967242729],[-117.97386097232894,58.48647967242729],[-117.97386097232894,58.487379386115045],[-117.97557130364065,58.487379386115045],[-117.97557130364065,58.48647967242729]]]}"
2018_01_01_0000000000000000001d,17652.0,17671.0,17710.0,2018-01-01 00:00:00,1.595182911E12,305-SE,1.5147648E12,2021,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-119.26481388480714,58.323932061726055],[-119.26311142422139,58.323932061726055],[-119.26311142422139,58.32483177541379],[-119.26481388480714,58.32483177541379],[-119.26481388480714,58.323932061726055]]]}"
2018_01_01_00000000000000000023,17652.0,17671.0,17710.0,2018-01-01 00:00:00,1.595182911E12,305-NE,1.5147648E12,2021,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-119.26481388480714,58.323932061726055],[-119.26311142422139,58.323932061726055],[-119.26311142422139,58.32483177541379],[-119.26481388480714,58.32483177541379],[-119.26481388480714,58.323932061726055]]]}"
2018_01_01_0000000000000000002f,17643.0,17664.0,17710.0,2018-01-01 00:00:00,1.595182911E12,307-SE,1.5147648E12,2021,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-118.70784960979886,58.313199005490404],[-118.70614766588892,58.313199005490404],[-118.70614766588892,58.31409871917814],[-118.70784960979886,58.31409871917814],[-118.70784960979886,58.313199005490404]]]}"
2018_01_01_0000000000000000002d,17649.0,17675.0,17739.0,2018-01-01 00:00:00,1.595182911E12,1081-NE,1.5147648E12,2021,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-114.33507364492348,53.64576429172684],[-114.33356550665562,53.64576429172684],[-114.33356550665562,53.64666400541422],[-114.33507364492348,53.64666400541422],[-114.33507364492348,53.64576429172684]]]}"
2018_01_01_00000000000000000030,17649.0,17675.0,17739.0,2018-01-01 00:00:00,1.595182911E12,1081-SW,1.5147648E12,2021,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-114.33507364492348,53.64576429172684],[-114.33356550665562,53.64576429172684],[-114.33356550665562,53.64666400541422],[-114.33507364492348,53.64666400541422],[-114.33507364492348,53.64576429172684]]]}"
2018_01_01_00000000000000000031,17649.0,17675.0,17739.0,2018-01-01 00:00:00,1.595182911E12,1081-NW,1.5147648E12,2021,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-114.33507364492348,53.64576429172684],[-114.33356550665562,53.64576429172684],[-114.33356550665562,53.64666400541422],[-114.33507364492348,53.64666400541422],[-114.33507364492348,53.64576429172684]]]}"
2018_01_01_00000000000000000025,17662.0,17679.0,17721.0,2018-01-01 00:00:00,1.595182911E12,160-NW,1.5147648E12,2021,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-118.20835784625096,59.17012229133524],[-118.20661344379012,59.17012229133524],[-118.20661344379012,59.171022005023055],[-118.20835784625096,59.171022005023055],[-118.20835784625096,59.17012229133524]]]}"
2018_01_01_00000000000000000033,17662.0,17679.0,17721.0,2018-01-01 00:00:00,1.595182911E12,160-NE,1.5147648E12,2021,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-118.20835784625096,59.17012229133524],[-118.20661344379012,59.17012229133524],[-118.20661344379012,59.171022005023055],[-118.20835784625096,59.171022005023055],[-118.20835784625096,59.17012229133524]]]}"
2018_01_01_00000000000000000035,17662.0,17679.0,17721.0,2018-01-01 00:00:00,1.595182911E12,160-SE,1.5147648E12,2021,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-118.20835784625096,59.17012229133524],[-118.20661344379012,59.17012229133524],[-118.20661344379012,59.171022005023055],[-118.20835784625096,59.171022005023055],[-118.20835784625096,59.17012229133524]]]}"
